UserName,Sentiment,Lemmatized
941,Positive,"thing talk covid 
  weather 
  drink st patty 
  ur online shopping problem 
  book ur reading 
  fav song moment 
  lunch"
942,Extremely Negative,"hey everybody low gas price like tax cut dumb man earth 

 chew oh wait canât itâ poison greed hate 

  coronaviruspandemic"
943,Negative,  think uk close school kid food meal school family afford food school escape domestic abuse home virus slow uk let panic
944,Neutral,"wholesale supermarket owner jamaica rn 
  coronaoutbreak jamaica"
945,Neutral,grocery store line literally wrap giant superstore windsor canada afternoon pandemicparty
946,Negative,poland get crazy think morawieckim close grocery store come day think panic viral joke see today itâ
947,Extremely Positive,  second son da g lol hoarding toilet paper like food reset income sure stock market hit pocket balance scale thing live poverty fall hurt
948,Extremely Negative,"fact 
  stock market plunge point yesterday 
  fail agreement saudi arabia russia cause global oil price plunge 
  price hit record low recession predict coronaviruspandemic lockdown coronavirus corona"
949,Neutral,catch online shopping covid season
950,Positive,  repsusandavi cdcgov test kit start report accurate number community believe case havenât test people affect san diego grocery store today sound like infirm
951,Extremely Negative,go grocery today post night cause genuinely food home literally think thereâll people supermarket work hour little know wrong
952,Extremely Positive,buy grocery store wish luck
953,Neutral,"victoriaâs health department advise coronavirus prepare stock essential item supermarket covid coronavirus coronaoutbreak coronaviruspandemic 

"
954,Positive,everybody feel compel share supermarket shelf story think stage
955,Positive,hope grannyâs nurse doesnât end grocery store year old say âcoronavirus canât iâm travel â canceleverythe coronaoutbreak
956,Positive,"weird supermarket wait line people wear mask glove 

 look like beginning apocalypse"
957,Positive,  coronaviruspandemic help online grocery shopping break germany free delivery slot week area rewe supermarkt disruption ecommerce delivery
958,Negative,russia drop oil price screw u s drilling fracke china dumps wuflu u s hope dismantle economy forget trump say well deal election bad xi n china coronavirus trump
959,Extremely Negative,europe travel ban tv series stop film nba suspend season corona coronavirus coronavirusoutbreak idk light people go crazy grocery store start think m go to stock food toilet paper tho bad like
960,Negative,"ph peep 

 nag announce si duterte sa possible lockdown daw ng mga province atleast confirmed case covid class suspension april 

 sure possible stock food supply incase"
961,Extremely Negative,"go grocery store bagel great l area line long shelf empty quickly people panic buy hoarding cart coronapocalypse coronacrazy 
  coronavirus"
962,Positive,economic social amp emotional impact uk disastrous especially small independent micro business owner shop eat drinking choose indie chain amp home order online
963,Positive,"  psa coronavirus 
 find wipe tp hand sanitizer local grocery store try lil local corner liquor store ppl typically go buy u find"
964,Extremely Positive,early one tweet alert people denial mode itâ late prepare aspect tell people stock food wonât away burn population wuhanvirus
965,Neutral,"day 
 self quarantine supply food water week b month have interact outside wait pandemic 

 day min 
 local grocery store crave snicker"
966,Negative,"need panic understand stoke need day worth food sanitary material medicine 

 save resource safe safe 
  ethiopia coronainethiopia 

 pic bole"
967,Negative,demand congress pass bill free testing day pay sick leave month pay family leave expand unemployment insurance food security medicaid fund
968,Negative,head grocery store friday actually need stuff kinda scared
969,Positive,fucker superstore grocery store
970,Extremely Negative,"coronaviruspandemic go bad couple week people w anxiety germaphobe try supermarket hell fury 
  coronaoutbreak"
971,Negative,notice petrol diesel price drop coronavirus outbreak miss reason
972,Positive,absolutely outrageous hear company prey people s fear hard time hike price hand sanitiser soap stock home consider give local food bank
973,Negative,  apparently leave delivery note ask knock door leave food outside door leave people panic mode
974,Extremely Positive,imagine go happen consumer credit w hundred million american card holder furlough coronavirus choosing credit card bill mask lb bag rice go easy reflexive choice consumer
975,Negative,  governorlittle whitehouse idahoan test date new test kit ea week hi risk people w exposure symptom dismiss cdh staff reading script korea test day total u s date
976,Neutral,"sell e toilet paper 
 hit dm price 
  toiletpapercrisis"
977,Extremely Positive,work retail book gift store m hope sale hope people pretend covid not thing not important think have work unnecessary end sick stay home
978,Negative,co ro na come lower gas price close school cause state emergency main topic discussion coronavirus
979,Neutral,"shout man grocery store get version coronavirus provision bottle wine frozen pizza giant bag m ms big bag chip cigarette big pack condom 

  coronavirus endtimes"
980,Positive,mixed advice stock food amp essential cash bank bank soon shutdown alternative currency ei bitcoin xrp physical gold silver follow high amp twitter n youtube late news vitamin c amp chaga
981,Negative,grocery storeâs food eat soap donât eat bc didnât
982,Extremely Negative,"jesus christ 

 leave goddamne food shit ticket grocery store tonight 

  coronaviruspandemic coronavirus"
983,Extremely Negative,opinion mad hell easily panic world flu hold hostage intense propaganda push agenda school close event cancel stock market decline toilet paper food shortage etc
984,Negative,"leave poor retail worker 
 wish list item stock door 
 people look tell truck week stop low volume office supply store"
985,Negative,"california price drop use safeway club card go pay pay 

 
  coronaoutbreak 
  coronapocalypse"
